"single_kw","count"
"caryophyllales",20
"caryophyllanae",20
"cascade",16
"cascade camp",1
"cascade center for ecosystem management (ccem)",1
"cascade project",1
"cassia fasciculata",2
"caswell",1
"catch per unit effort",1
"catches",3
"catchment",10
"catchment science",1
"catchments",6
"catena",3
"caterpillars",5
"caterwtp229",1
"catfun",1
"catgut",1
"catharus fuscescens",1
"catharus guttatus",1
"catharus ustulatus",1
"cathodic stripping voltammetry",1
"cation",2
"cation exchange",1
"cation exchange capacity",4
"cation exchange capacity cations ph nutrient phosphorous soil chemistry cec soil potassium cec",1
"cation sum",16
"cations",61
"catotelm",1
"cattails",1
"cattle",7
"cattle grazing",2
"catust",1
"caudata",1
"cawa",1
"caxiuanã",2
"cbyts",1
"ccase",9
"cce lter",1
"cczn",1
"cd",2
"cdec",2
"cdec  california data exchange center",1
"cdfw",2
"cdfw stockton labs",3
"cdip mop",1
"cdmp 19th century forts and voluntary observers database build project",1
"cdom",4
"cdr",1
"cdrrc",38
"cdrrc pasture 3",5
"ceanothus",1
"ceanothus americanus",4
"cec",2
"cecidomyiidae",3
"cedar",1
"cedar creek long term ecological research (lter)",1
"cedar creek lter",1
"cedar creek natural history area",1
"cedar swamp",21
"cedar waxwing",1
"cedarburg bog",1
"cedw",1
"celastrus orbiculatus",3
"cell count",1
"celllulose",1
"cells",1
"cellular automata",10
"cellular distribution",1
"cellulose",8
"cemp  continuous environmental monitoring program",1
"cenchrus longispinus",15
"census",42
"centaurea solstitialis",1
"centaurea stoebe",1
"central america",7
"central argentina",1
"central arizona—phoenix long term ecological research",1
"central arizona phoenix long term ecological research",133
"central arizona phoenix long term ecological research program",1
"central arizona phoenix longterm ecological research",132
"central california",1
"central europe",1
"central florida",11
"central iowa",1
"central sands",1
"centre for limnology",1
"centre for limnology   estonia",1
"centroids",1
"centropomus undecimalis",1
"century model",1
"cephalanthus occidentalis",2
"ceptometer",1
"cerame",1
"cercospora",1
"ceres",1
"cernosvitotviella immota",1
"cerp",1
"cerrado",2
"certhia americana",1
"cerulean warbler",1
"cerw",1
"ces",1
"cesium",2
"cfi",1
"ch4",6
"ch4 methane forest soil nitrogen fertilization methane oxidation",1
"ch4 methane soil forest nitrogen fertilization methane oxidation",1
"chaceia ovoidea",1
"chaetopsis",3
"chaetura pelagica",1
"chain saw felling",1
"chamber",1
"change",1
"change detection",9
"channel",4
"channel depth",1
"channel islands",4
"channel morphology",4
"channel unit",1
"chaoborus",8
"chaparral vegetation",1
"chapel",1
"chapman's goldenrod",1
"char",2
"chara",1
"charcoal",19
"charge balance",16
"charles sound",1
"charophyte",1
"chart data",1
"chart recorder",16
"chasmanthium latifolium",2
"chasmogamy",2
"chattahoochee national forest",3
"chattooga river watershed",1
"cheatognatha",1
"cheatognatha spadella sp",1
"chekika tree island",1
"chemical (all)",23
"chemical analysis",1
"chemical composition",1
"chemical hydrogeology",1
"chemical limnology",27
"chemical properties",21
"chemical signaling",1
"chemistry",160
"chemtax",3
"chenopodiium album",1
"chenopodium alba",7
"chenopodium album",16
"chenopodium hybridum",1
"chenopodium leptophyllum",16
"chenopodium sp.",5
"cherokee",3
"cherskii",9
"chesapeake bay",42
"chestnut sided warbler",1
"chihuahuan",1
"chihuahuan desert",5
"chihuahuan desert rangeland research center",1
"chimney swift",1
"chincoteague island va",3
"chinese mystery snail",1
"chinook salmon",12
"chipping sparrow",1
"chl a",1
"chlopophyl a",15
"chlordane",10
"chloride",122
"chlorine",13
"chlorophyl",1
"chlorophyll",258
"chlorophyll a",108
"chlorophyll b",2
"chlorophyll content measures",1
"chlorophyll fluorescence",4
"chlorophyll maximum",1
"chlorophylls",6
"chlorophyte",2
"chlorophytes",1
"chloropidae",3
"chlorurus microrhinos",1
"chlorurus spilurus",1
"choice experiment",1
"chondracanthus corymbifera",4
"chondracanthus spinosa",1
"chordata cephalochordata amphioxiformes",2
"chordata cephalochordata amphioxus",1
"chorthippus curtipennis",1
"chroistoneura freemani",1
"chromium",4
"chronology",1
"chronosequence",4
"chronosequences",8
"chronostratigraphy",1
"chrysene",1
"chrysomelidae",1
"chrysomeloidea",1
"chrysopsis villosa",10
"chsp",1
"chsw",1
"chthalamus",10
"chthalamus fragilis",10
"chthamalidae",19
"chthamaloidea",19
"chthamalus fragilis",19
"chukchi sea",2
"chytrid",1
"ci ca",1
"cicadidae",1
"cichaz",1
"cichlasoma urophthalmus",1
"cichlasoma urophthalmus microsatellite fragment size",2
"cicuta maculata",1
"cii",1
"ciliate",3
"cimetidine",1
"cimicomorpha",3
"cipó river valley",1
"circaea lutetiana",1
"circular plots",1
"circulation modeling",1
"cirripedia",19
"cirsium arvense",3
"cirsium discolor",2
"cirsium sp.",3
"cirsium spp.",2
"cities",3
"citizen lake monitoring",1
"citizen led environmental observatory",2
"citizen monitoring",2
"citizen science",12
"citizen volunteer data",1
"citrate bicarbonate dithionite",2
"citrate dithionite",2
"citrus",1
"city",7
"city codes",1
"city of boulder watershed",1
"cl",13
"cl 36",3
"clades",1
"cladium jamaicense",34
"cladocera",3
"cladoceran",2
"cladoceran species richness",1
"cladocerans",2
"cladonia   lichens",6
"cladophora",3
"cladophora graminea",1
"clams",4
"clarence river",1
"clarity",2
"clark county",1
"clarke bumpus",2
"classification",11
"clay",5
"clay county",1
"clean lakes program",1
"clear",3
"clear creek",1
"clear creek county",1
"clearcut",1
"clearcuts",9
"clearcutting",8
"cleistogamy",1
"cleo",2
"clethrionomys",1
"cliff",1
"cliff habitat",1
"climate",548
"climate and heat",15
"climate and stream flow",2
"climate change",290
"climate change across seasons experiment",9
"climate change across seasons experiment (ccase)",3
"climate change effects",62
"climate data",5
"climate drivers",1
"climate ecosystem interactions",1
"climate ecosystems people",1
"climate forcing",2
"climate gradient",2
"climate grids",4
"climate hydrology",25
"climate leaf relationships",1
"climate legacies",1
"climate meteorology",5
"climate metrics",1
"climate modeling",3
"climate monitoring",12
"climate science",1
"climate sensitivity",10
"climate sensitivity functions",1
"climate station 01",1
"climate station 1",1
"climate variability",6
"climate variation",1
"climate warming",3
"climatic change",7
"climatic station at ws#2",1
"climatic variation",238
"climatology",120
"climatologymeteorologyatmosphere",85
"climatologymeterologyatmosphere",1
"climhydrodb",1
"clingsman dome",1
"clm4.5",1
"clonal growth",1
"clonal plant",2
"cloquet forestry center",1
"close kin mark recapture",1
"cloud cover",8
"cloud cover percentage",1
"clouds",2
"clover",1
"cluster analysis",3
"clustering algorithm",1
"cn",1
"cnidaria hydromedusae",1
"cnidaria siphonophore",1
"co",6
"co013",1
"co2",24
"co2 evolution",1
"co2 fertiliation",1
"co2 flux",2
"co2 n2o co2 flux n2o ch4 methane carbon dioxide nitrous oxide gas flux gases trace gases",1
"coal oil point",1
"coarse transported organic material",1
"coarse wood",1
"coarse wood distribution",1
"coarse woody debris",27
"coarse woody debris   terrestrial",2
"coarse woody habitat",4
"coarse woody habitat size",2
"coastal",4
"coastal california catchments",1
"coastal change analysis program",1
"coastal ecosystems",3
"coastal forest",3
"coastal inlets",1
"coastal plain",1
"coastal protection",1
"coastal sees",3
"coastal wetlands",2
"coastal zone",1
"coastlines",1
"cobalt",2
"cobb",1
"cobble",1
"coccinellidae",1
"coccothraustes vespertinus",1
"cochliobolus heterostrophus",1
"cocos nucifera",1
"cocves",1
"codes",1
"codium",2
"codium fragile",1
"coefficient of conservatism",1
"coexistence",1
"cogr",1
"coherence",1
"cohesion",1
"cohesive sediment",1
"cohort",1
"colaptes auratus",1
"colaut",1
"cold",1
"cold regions research laboratory",1
"coldfoot",1
"coldsprings210",1
"coleoptera",3
"collaboration",1
"collaborative natural resources management",1
"collection (specimen gethering)",1
"collembola",2
"colletotrichum",1
"colo",1
"colonies",2
"colonization",13
"colonization by amf hyphae",1
"colony locations",3
"color",10
"color banded birds",2
"color change",1
"colorado",73
"colorado forest",1
"colorado front range",1
"colorado plateau",1
"colored dissolved organic carbon",4
"columbia river",1
"columbia river gorge",1
"colville river",2
"comandra richardsiana",5
"commandra richardsiana",3
"commelinales",5
"common garden",8
"common grackle",1
"common loon",2
"common raven",1
"common snook",1
"common yellowthroat",1
"communities",316
"community",53
"community assembly",2
"community change",2
"community composition",336
"community dynamic",1
"community dynamics",226
"community dynamicss",6
"community earth system model 2",1
"community ecology",22
"community engaged research",1
"community food initiative",1
"community forest",1
"community garden",1
"community land model",1
"community level facilitation",1
"community organization",1
"community partnership",1
"community patterns",201
"community processes",1
"community re establishment",1
"community respiration",5
"community science",4
"community structure",125
"community synchrony",1
"community turnover",1
"community type",1
"communtiy ecology",1
"como",2
"como creek",3
"compacted soil",1
"compensation",1
"compensatory dynamics",1
"competition",43
"complete ice cover",1
"completed",7
"complexity",1
"compliance",1
"composition",8
"compost",2
"composte burn index (cbi)",1
"comprehensive everglades restoration plan (cerp)",1
"computer simulation",1
"computer vision laboratory",2
"conacarpus erectus",1
"concentration",23
"concoo",1
"condensed tannins",1
"condition",1
"condominium",1
"conductance",18
"conductivity",693
"cone pond watershed",2
"cones",9
"congruence checker",2
"conifer",2
"conifers",3
"conmod",5
"connecticut",8
"connectivity",8
"conocephalinae",24
"conservation",39
"conservation biology",2
"conservation interventions",1
"conservation land",1
"conservation reserve program",1
"conservation tillage",1
"constructed wetlands",2
"consumer derived nutrients",1
"consumer dynamics",10
"consumer interactions",4
"consumer mediated habitat linkages",1
"consumers",124
"contaminants",1
"contamination",1
"conterminous us",3
"contiguous united states",1
"continental",1
"continental shelf",1
"continuous",6
"continuous environmental monitoring",1
"continuous forest inventory",1
"continuously",1
"contopus cooperi",1
"contopus virens",1
"contour",9
"contours",4
"control plot",1
"controlled burn",2
"controlled vocabulary",1
"controls on bio optical properties",1
"convir",1
"convolutional neural network",1
"convolvulaceae",1
"convolvulus arvensis",2
"cooks 0",1
"cooks 1",1
"cooks bay",4
"cooks bay stream mouth",1
"cooling centers",1
"coordinates",6
"copepod",4
"copepod species richness",1
"copepods",4
"copper",8
"copper speciation",1
"copper sulfate",1
"cora",1
"coral",4
"coral   census",1
"coral bleaching",6
"coral ecology",1
"coral phase shifts",1
"coral reef",29
"coral reef algae",3
"coral reefs",103
"coral settlement",1
"corallina chilensis",2
"corallina officinalis",1
"corallivores",9
"corallivory",1
"corals",78
"corbiculidae",48
"corbiculoidea",48
"corbra",1
"corcox",1
"core",150
"core data",1
"core monitoring",9
"coreopsis palmata",15
"cores",33
"cormorants",1
"corn",12
"corn belt",1
"corn borer",1
"corn soybean wheat agriculture harvest harvesting herbivory",1
"cornales",5
"cornus florida",1
"cornus racemosa",1
"cornus sp.",4
"cornus stolonifera",2
"corridor",3
"corridor project",1
"corridors",2
"corruption",1
"corticosterone",1
"corvid",1
"corvus brachyrhynchos",1
"corvus corax",1
"corylus americanus",9
"cost",1
"cost accumulation surface",1
"cost of fruiting",1
"costa rica",2
"costa’s hummingbird",1
"cotinine",1
"cotton strip assay",1
"cottonwood",2
"cottonwoods",1
"cottus bairdi",1
"couloir",1
"count",11
"counts",1
"county boundaries",2
"coupled biogeochemistry",1
"cove",1
"cover",34
"cover class",1
"cover crop",1
"cover crops",1
"cover type",1
"cover type vegetation presettlement history",1
"coverage",2
"covertype",1
"cow weight gain",1
"coweeta",22
"coweeta basin",1
"coweeta experimental forest",1
"coweeta hydrologic laboratory",378
"coweeta hyrdologic laboratory",1
"coweeta lter",179
"coweeta mid",1
"coye",1
"coyote",1
"cp mas 13c nmr",1
"cp00",1
"cp201",1
"cr",2
"cr10",1
"cr10 data logger",1
"cr1000",10
"cr10x",1
"cr21x",8
"cr23x",5
"cr3000",1
"crabs",39
"craig creek",1
"cram",1
"cramer fish sciences",2
"crampton",1
"crassostrea",5
"crassostrea virginica",4
"crayfish",8
"crayfish size",1
"crayfish survey",1
"crayfishes",9
"creek",10
"creek bank",83
"creek fractures",1
"creekbank",4
"creeks",1
"creel",2
"creel survey",1
"creon",1
"creosote",2
"creosote shrubland",1
"creosotebush",3
"crepis tectorum",21
"crested butte",1
"critical zone",5
"critical zone observatory",6
"crocodilia",1
"crocodillian",1
"crop",2
"crop biomass count anpp",1
"crop livestock integration",2
"cropland",1
"crops",3
"cross scale interactions",8
"cross sections",1
"cross shelf variability",1
"cross site",1
"cross site analysis",1
"cross site research",1
"cross site synthesis",1
"crossing",1
"crown",1
"crown class",2
"crown illumination index",1
"crowns",1
"cruise",1
"cruise ctd profiling",1
"cruise nutrient sampling",1
"crust",2
"crustacea",52
"crustacea amphipoda",2
"crustacea copepoda",2
"crustacea decapoda",2
"crustacea isopoda",2
"crustacea larvae",2
"crustacea mysidacea",2
"crustacea ostracoda",2
"crustacea tanaidacea",2
"crustacean",2
"crustacean zooplankton species richness",1
"crustaceans",43
"crustose coralline algae",3
"crustose green algae",1
"cryoconite",3
"cryospheric science",1
"crypticfish",2
"cryptobiotic",1
"cryptobiotic crusts",1
"cryptogam",1
"cryptophyte",2
"cryptophytes",1
"cryptopleura ruprechtiana",2
"cryptotis",1
"crystal bog",1
"crystal lake",1
"csi",9
"csi limnology",2
"csis",105
"csis locations",103
"csun",14
"cswa",1
"ct",6
"ctd",30
"cte",1
"ctenophora",1
"cu",3
"cucujiformia",1
"cucumaria piperata",1
"cuenca river",1
"culcita",3
"cullasaja river",1
"culm density",4
"culms",1
"cultivation",4
"cultural burn",1
"cultural ecosystem services",2
"cumulative pressures",1
"cunningham park",1
"cupe",1
"cupressaceae",5
"cupressales",3
"current speed",1
"current year dead",1
"currents",2
"curve billed thrasher",1
"cuscuta indecora",1
"cuso4 toxicity",1
"custer gallatin national forest",1
"cutting",1
"cvpia",9
"cwd",1
"cwt",364
"cwt lter",2
"cyacri",1
"cyanobacteria",16
"cyanobacteria mats",1
"cyanocitta cristata",1
"cyanotoxin",1
"cyanotoxins",2
"cyclopoid",2
"cylindropuntia acanthocarpa",1
"cylindrospermopsin",2
"cyperaceae",64
"cyperus filiculmis",18
"cyperus filiculmis (schweinitzii)",1
"cyperus haspan",1
"cyperus pseudovegetus",1
"cyperus schweinitzii",14
"cyperus schweiniztii",1
"cyperus scweinitzii",1
"cyperus sp.",29
"cyperus strigosus",3
"cypress",1
"cypress gum forests",1
"cyrtacanthacridinae",33
"cystoseira",2
"cystoseira osmundacea",3
"cytochrome b",1
"cytochrome b sequences",1
"cznet",1
"czo",5
"d.c",27
"d1",10
"d13c",11
"d15n",1
"d15n no3",1
"d180 no3",1
"d18o",1
"daily",168
"daily discharge volume",5
"daily precipitation amounts",1
"dam",2
"dames rocket",1
"dams",3
"damselflies",1
"danaus plexippus",1
"dane county",3
"daniel smiley research center",3
"danthonia spicata",2
"danvers",3
"daphnia",2
"daphnia density",1
"daphnia sex ratio",1
"daphnia size",1
"dark eyed junco",1
"dark respiration",1
"dark septate endophytes",4
"darrin fresh water institute",1
"dartmouth college",2
"darwin core archive",1
"darwin core archive (dwc a) event core",65
"dascyllus trimaculatus",1
"data",1
"data assimilation",2
"data checking",1
"data discovery",1
"data harmonization",2
"data integration",2
"data inventory",5
"data logger",20
"data repository",1
"data reuse",2
"data sharing",1
"data synthesis",3
"data turbine",1
"database",3
"database documentation",1
"database remote sensing gis applications",29
"dataloggers",32
"datapod",4
"datasonde",1
"date",2
"daubenmire frame",1
"daucus carota",2
"daymet",2
"dbh",11
"dc",1
"dcflux",1
"dd",1
"de icing",1
"dead",3
"dead fine roots",1
"dean creek",2
"death estimates",1
"deb ltreb",1
"debris",2
"debris dam",2
"debris dams",1
"debris flows",6
"debris slides flows",1
"decapoda",33
"decapods",2
"decay",1
"decay class",1
"decay rates",11
"deciduous",7
"deciduous forest",4
"decision makers",1
"decision making",1
"decision support",2
"decomposer community",1
"decomposition",133
"decomposition rate",1
"decomposition stages",1
"deep cores",1
"deepwater shipping channel",1
"deer",9
"deer browse",1
"deer mouse",2
"definitions",1
"deflation",1
"defoliate",6
"defoliation",13
"degradation",1
"degree days",1
"deju",1
"delayed monsoon",1
"delft3d",1
"delmarva peninsula",1
"delphacidae",5
"delphacinae",5
"delphacini",5
"delphacodes",3
"delphacodes penedetecta",3
"delphinium virescens",4
"delta",11
"delta 13 c isotope",2
"delta 13c",4
"delta 15n",3
"delta 18 oxygen ratio",1
"delta 18o",1
"delta 2h",1
"delta acetyl ornithine",1
"delta deuterium",14
"delta oxygen 18",16
"delta smelt",10
"delta smelt resiliency strategy",1
"delta stewardship council   delta science program",1
"delta t",1
"delta value",1
"dem",37
"demarcation bay",1
"demographic connectivity",2
"demographic data",3
"demographics",28
"demography",44
