"packageid","title","keywords","abstract"
"knb-lter-bnz.53","Soil respiration measurements along climate and black spruce productivity gradients in interior Alaska","dissolved organic carbon,soil processes,stand productivity,temperature,water soluble","Soil respiration measurements were made using an infrared gas analyzer (IRGA; EGM-4 gas analyzer, PP Systems, Haverhill, MA) with a dynamic soil respiration chamber (SRC-2, PP Systems). Respiration collars (18) were randomly located on three 20 x 20 m sampling grids (separate from WSOC collection) at each site. The respiration collars (10.2 cm diameter schedule 40 polyvinyl chloride) were inserted to a depth of 2.5 cm at least 1 week prior to initial measurements and were left in place for the duration of the experiment. Care was taken to ensure that the collars remained at the same depth throughout the measurement period. All vascular plants were removed from the collars prior to measuring. Measurements were made approximately bi-weekly at each site, from May through September in 2004 (n = 5 or 6). A portable thermometer was used to measure soil temperature at 10 cm below the surface concurrently with soil respiration measured at each collar. Changes in collar-specific air volumes (caused by changes in microtopography and the presence of moss) were measured directly through use of the ideal gas law by injecting 25 cm-3 of 3500 mg m-3 CO2 into the soil respiration chamber and measuring the subsequent dilution of CO2 concentration with the IRGA. All flux values have been adjusted for these collar specific volumes."
"knb-lter-bnz.578","Relationship of Community Characteristics to Harvest Reporting: Comparative study of household surveys and harvest tickets in Alaska","moose,hunting,subsistence,harvests","Accurate harvest reporting is critical for wildlife management. Rural Alaskan communities reported a median of 42% of moose harvested via traditional harvest tickets compared to those reported in household surveys. This harvest-report ratio did not change over time. Twice as many moose were reported harvested during subsistence household surveys (n = 8,039) than on hunter harvest tickets (n = 3,557). Percentage of the community that was indigenous, used and shared moose, and absence of a wildlife biologist or road access were associated with low harvest-report ratios. Analysis revealed that household surveys provide important information about moose harvest rates and their use should be expanded. Reporting rates might be improved by building trust through respectful dialogue between hunters and managers and by placing more emphasis on the benefits of reporting harvests and less emphasis on enforcement."
"knb-lter-bnz.579","Development of Illumina oligos for fungal ITS sequencing","fungi,biodiversity,DNA sequencing","New PCR primers were designed with the following objectives: 1) targetting the ITS2 region to minimize bias due to introns at the 3' end of the SSU, 2) have the broadest possible coverage of Fungi, 3) minimize amplification of plant, protist and other Eukaryote sequences, 4) compatibility with Illumina sequencing adaptors and GOLAY barcodes. Primer regions were selected by eye from sequence alignments then further analyzed using PrimerProspector. At present, several mock communities and hundreds of soil DNA extracts have been successfully sequenced on the Illumina MiSeq platform using the oligos that were developed."
"knb-lter-bnz.590","Environmental and stand data for 88 sites located in the 2004 burns off  the Steese, Taylor, and Dalton Highways, and for the 2005 burn near Eagle Plains, Yukon. 
","stand structure,succession,black spruce","This dataset contains environmental variables collected at the site level (latitude, slope, aspect, moisture, etc.), pre-fire stand characteristics (tree density and basal area by species), and postfire regeneration (seedling density by species). "
"knb-lter-bnz.591","Tree ring widths from 1974-2003 for approximately 10 trees/site for 82 sites located in the 2004 burns off  the Steese, Taylor, and Dalton Highways, and for the 2005 burn near Eagle Plains, Yukon. 
","black spruce,tree rings","This dataset contains annual raw ring width measurements from 1975-2003 for 793 black spruce trees in 84 sites. Ring widths were measured using WinDendro (resolution 0.001 mm) on two radii per stem disk collected 1.3 m along stem. Data is the average of the two radii measurments in each year for each tree. Accuracy of ring width dates were checked by crossdating using COFECHA. "
"knb-lter-bnz.592","Total  tree ring widths, earlywood ring widths, latewood ring widths, and stable carbon isotope composition of tree rings from 1979-2003 for 18 trees (3 trees/site for 6 sites) located in the 2004 burn along the Steese Highway.","black spruce,tree rings,stable isotopes,carbon","This dataset contains  annual raw ring width measurements, earlywood width, latewood width, and annual stable carbon isotope composition from 1979-2003 for 18 trees. A total of 6 sites were sampled. Ring widths were measured using WinDendro (resolution 0.001 mm) on two radii per stem disk collected 1.3 m along stem. Data is the average of the two radii measurments in each year for each tree. Accuracy of ring width dates were checked by crossdating using COFECHA. We manually separated annual rings from the outer twenty-five years"
"knb-lter-bnz.604","Vegetation composition for 84 sites in the Regional Site Network, compilation from previous surveys.","releve,vegetation,braun-blanquet","Many sites in the LTER regional site network (RSN) were adopted from preexisting site networks.  Prior to becoming a part of the RSN, releve surveys were conducted at or near the current RSN site using the Braun-Bluanquet cover estimate scale. These data have been compiled for use as a baseline. It is important to note that many of the young successional sites were last surveyed in 2006, 2 years after fire. "
"knb-lter-bnz.606","Organic Horizon Depth in the Regional Site Network.","organic layer,soils","This dataset contains the organic depth from a subset of sites in the regional site network.  Each sample was taken from near one of the 20 plots markes located every 10 meters within each site for a total of 20 samples.  "
"knb-lter-bnz.607","Effects of vertebrate and invertebrate herbivory on plant cover in early successional habitat","herbivory,browsing,Salix,community structure,successional vegetation","This dataset contains the response of plant cover in response to experimental vertebrate exclusion and invertebrate suppression over time.  "
"knb-lter-bnz.608","Survey of Aspen leaf miner (Phyllocnistis populiella) Oviposition Per Leaf Sampled in Interior Alaska Aspen Stands near Fairbanks from 2004 to 2020
","herbivory,aspen,leaf miners,outbreaks,insect population biology","The datasets contains annual counts of aspen leaf miner eggs and incipient mines on leaves over time. There are two files representing pilot data from 2004-2005 and data 2006-2020. The 2004-05 dataset does not include egg scars, indicaitive of egg removal, and therefore totals underestimate total oviposition. The 2006-2020 dataset does include egg scars and therefore can be used to estimate total oviposition per leaf."
"knb-lter-bnz.615","Post-fire succession in Delta Junction burns: Measurements of post-fire organic layer depth in 1987, 1990, 1994, and 1999 burns","post-fire succession,organic layer,soils","This dataset contains soil organic layer depth measurements taken during summer 2008 in 4 burns located near Delta Junction (1987, 1994, 1999) and Tok (1990). These data can be found in Shenoy et al. 2011."
