"packageid","title","abstract","new_keywords"
"knb-lter-arc.10125","Characterization of burned and unburned moist acidic tundra soils for estimating C and N loss from the 2007 Anaktuvuk River Fire, sampled in 2008.","This file contains the soil profile data for burned and unburned moist acidic tundra sites used to estimate C and N loss from the Anaktuvuk River Fire (2007). These sites were sampled in summer of 2008. Unburned sites were used to develop a method for estimating soil organic layer depth and plant biomass, and for determining the characteristics of unburned soil organic layers. In burned sites, we characterized residual organic soils and used biometric measurements of tussocks to reconstruct pre-fire soil organic layer depth. Together, these measurements were used to reconstruct pre-fire soil and plant carbon and nitrogen pools and estimate ecosystem losses of these elements during the fire.","biogeochemistry, ecology, ecosphere event, biogeochemical process, environmental process, layer, carbon, nitrogen cycle, biodiversity, disturbance, fire, carbon, disturbance, organic layer, nitrogen, density"
"knb-lter-arc.10126","Estimates of C and N loss from moist acidic tundra sites burned in the 2007 Anaktuvuk River Fire.","Estimated mean pre-fire C and N pools, and C and N loss from 20 sites in the Anaktuvuk River Fire (2007). These sites were sampled in summer of 2008. In each site, we characterized residual organic soils and used biometric relationships developed in unburned sites to reconstruct pre-fire soil organic layer depth, and plant and soil C and N pools. We then estimated fire-driven losses of C and N from plant and soil organic layer pools.","biogeochemistry, ecosphere event, biogeochemical process, environmental process, layer, nutrient, disturbance, fire, nutrient, disturbance, organic layer"
"knb-lter-arc.10127","Burned soil surface radiocarbon values for moss macrofossils plucked from the Anaktuvuk River Fire sites","We used radiocarbon dating of the organic soil surface remaining post-fire to examine whether the fire burned into ancient and likely irreplaceable soil C pools. Suprisingly, it did not; all radiocarbon dates from burned soil surfaces contained bomb carbon, setting the maximum age of the burned soil surfaces at ~50 years.","biogeochemistry, ecosphere event, environmental process, layer, carbon, disturbance, fire, disturbance, organic layer"
"knb-lter-arc.10133","Total and diffuse photosynthetically active radiation (PAR) recorded by a beam fraction (BF3) sensor during the summer of 2012 in vicinity of Toolik Lake, Alaska.","This file contains irradiance (PAR) and diffuse light data logged from a beam fraction (BF3) sensor near Toolik Lake, Alaska during the summer of 2012. The data comes from a compilation of automated datalogger readings as well as measurements taken during the field season in conjunction with the Delta-T SunScan wand to measure PAR in tall shrub canopies dominated by Betula nana or Salix pulchra species. The sensor was leveled and mounted to a 2m tripod in each location, and programmed to record instantaneous readings in 30 second to 5 minute intervals.","biogeochemistry, ecology, meteorology, device, plant, plant part, biological process, physiological process, layer, carbon, biodiversity, light, radiation, sensor, vascular plant, wood, production, photosynthesis, canopy, plant cover, irradiance, photosynthetically active radiation, shrub, primary production"
"knb-lter-arc.10134","Chemistry from thermokarst impacted soils, lakes, and streams near Toolik Lake Alaska, 2008-2011.","This file contains data collected from thermokarst impacted soils, lakes, and streams near Toolik Lake Alaska. Data are also presented for experimental manipulations of water (e.g., time course experiments). Sample descriptors include a unique sortchem #, site, date, time, depth, distance, elevation, treatment, date-time, category, and water type (e.g., lake, surface, soil). Physical/chemical measures collected in the field include temperature, conductivity, and pH. Chemical analyses performed later include alkalinity; dissolved inorganic and organic carbon (DIC and DOC); inorganic and total dissolved nutrients (NH4, PO4, NO3, TDN, TDP); particulate carbon, nitrogen, and phosphorus (PC, PN, and PP); cations (Ca, Mg, Na, K, and Si); anions (SO4 and Cl); chlorophyll a, and oxygen. Note that archived data from before the NSF ARCSS-Thermokarst project started in 2009, and funded by NSF from 1988-2008 (e.g., by the NSF ARC LTER), are included in this dataset.","biogeochemistry, meteorology, aquatic, anion, carbon, cation, chlorophyll, conductivity, nitrogen cycle, inorganic matter, nutrient, oxygen, phosphorus cycle, temperature, freshwater, lake, stream, ammonium, nitrate, nitrogen, inorganic nutrient, phosphorus"
"knb-lter-arc.10135","Temperature and discharge data for lake NE 14 Outlet near Toolik Lake, Alaska, during the 2009 summer field season.","File contains temperature and discharge data for lake NE 14 Outlet during the 2009 summer field season.","hydrology, meteorology, aquatic, hydrologic process, discharge, temperature, freshwater, lake, discharge"
"knb-lter-arc.10136","Temperature and discharge data for lake NE 14 Outlet near Toolik Lake, Alaska, during the 2010 summer field season.","File contains temperature and discharge data for Lake NE 14 Outlet during the 2010 summer field season.","hydrology, meteorology, aquatic, hydrologic process, discharge, temperature, freshwater, lake, discharge"
"knb-lter-arc.10137","Temperature and discharge data for lake NE 14 Outlet near Toolik Lake, Alaska, during the 2011 summer field season.","File contains temperature and discharge data for Lake NE 14 Outlet during the 2011 summer field season.","hydrology, meteorology, aquatic, hydrologic process, discharge, temperature, freshwater, lake, discharge"
"knb-lter-arc.10138","Plot descriptions and location data from datalogger, 1m x 1m chamber flux and point frame plots sampled near Toolik Field Station in Alaska the summer of 2012.","&quot;2012_GS_PFandCH_GPS&quot; contains GPS locations of all datalogger, 1m x 1m chamber flux and point frame plots sampled IVO Toolik Field Station in Alaska during the summer of 2012. The sorting variables (YEAR, DATE, SITE, GROUP, PLOT, TREAT, PLOT SIZE) are identical to those in other files with data collected that season. The main purpose of this file is for reference and as an aid in interpretation of data analyses and among-site comparisons.","biogeochemistry, ecology, device, experiment, biological process, physiological process, carbon, biodiversity, sensor, chamber, production, photosynthesis, plant cover, primary production"
"knb-lter-arc.10139","Photosynthetically Active Radiation data taken with the Delta-T SunScan wand every 15 cm of 1m x 1m chamber flux and point frame plots as well as four remotely monitored canopies at the Toolik Field Station in AK, Summer 2012.","Within-canopy PAR was measured with a Delta-T SunScan wand every 15 cm from the ground to above the canopy under both direct and diffuse light. The data includes all outputs from the SunScan wand: time of measurement, spread of PAR sensors, total irradiance, total diffuse light, and individual outputs of 64-PAR sensors on the SunScan wand. These measurements were taken for 1m x 1m chamber flux (n=14) and point frame (n=19) plots as well as sites four montitored remotely by PAR sensors located above, within, and below shrub canopies. All plots were dominated either by tall Salix pulchra and Betula nana species and were located near the LTER shrub plots at Toolik Field Station , AK in the summer of 2012.","biogeochemistry, ecology, meteorology, device, experiment, community, plant, biological process, physiological process, layer, carbon, biodiversity, light, radiation, sensor, chamber, canopy, vascular plant, production, photosynthesis, canopy, plant cover, irradiance, photosynthetically active radiation, shrub, primary production"
"knb-lter-arc.10140","Leaf Area Index every 15 cm of 1m x 1m chamber flux and point frame plots and sites where dataloggers monitored photosynthetically active radiation (PAR) above, within and below Salix pulchra and Betula nana canopies during the growing season at the Toolik Field Station in AK, Summer 2012.","Leaf area index (LAI) measurements were taken with the Delta-T SunScan wand every 15 cm from the ground to above the canopy under both direct and diffuse light. conditions  The data includes all outputs from the SunScan wand: time of measurement, transmitted light, spread of photosynthetically active radiation (PAR)  sensors, beam fraction, and zenith angle.  These measurements were taken for  1m x 1m chamber flux and point frame plots sampled in tall Salix pulchra and Betula nana shrub canopies  as well as sites monitored remotely by PAR sensors situated above, within, and below tall shrub canopies at the Toolik Field Station in the summer of 2012.","biogeochemistry, ecology, meteorology, device, experiment, community, plant, plant part, biological process, physiological process, layer, carbon, biodiversity, light, radiation, sensor, chamber, canopy, vascular plant, leaf, production, photosynthesis, canopy, plant cover, photosynthetically active radiation, shrub, leaf area index, leaf area, primary production"
"knb-lter-arc.10141","Photosynthetically active radiation (PAR) measurements, relative humidity, and temperature data logged every five minutes from Betula nana and Salix pulchra shrub canopies, summer of 2012 in vicinity of Toolik Lake, Alaska.","This file contains PAR , relative humidity, and temperature data logged every five minutes from within, below, and above Betula nana and Salix pulchra shrub canopies at two locations near Toolik Lake, Alaska during the summer of 2012. The location of the PAR sensor and dataloggers were co-located with the LTER shrub plots (block 1 and 2), also used for the chamber flux and point frame measurements taken this same year. There were two logging sites (block 1 and 2), each of which had five PAR sensors, two for each shrub canopy and one above, as well as three sensors to log relative humidity and temperature. Additional data about the daily instrument output from these sites can be found in the file &quot;ShrubCanopy_DailyLogger&quot;.","meteorology, device, experiment, community, plant, plant part, biological process, physiological process, layer, radiation, relative humidity, temperature, sensor, chamber, canopy, vascular plant, wood, production, photosynthesis, canopy, photosynthetically active radiation, shrub, primary production"
